Applicant_ID,Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Years_of_Employment,Monthly_Income,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Existing_Loan,Monthly_EMI,Debt_to_Income_Ratio,Credit_Score,Previous_Default,Number_of_Late_Payments,Loan_Status
APP107347,56,Female,Married,0,Graduate,Salaried,2.8,16300.0,183000,12,21.85,Other,0,17114.56,1.05,432.0,1,6,0
APP107348,40,Male,Married,0,Graduate,Salaried,0.3,66700.0,582000,60,17.63,Home Renovation,1,14662.08,0.306,573.0,0,0,1
APP107349,39,Male,Married,2,Graduate,Salaried,1.6,52000.0,466000,48,14.88,Debt Consolidation,0,12940.8,0.249,500.0,0,1,1
APP107350,65,Male,Divorced,0,High School,Self-Employed,2.8,81500.0,469000,12,16.54,Travel,1,42672.71,0.616,581.0,0,4,0
APP107351,64,Male,Single,0,Post Graduate,Business Owner,6.7,135600.0,1578000,12,13.1,Medical,1,141016.71,1.198,698.0,0,0,0
APP107352,27,Male,Single,3,High School,Salaried,0.7,56800.0,455000,48,17.03,Business,1,13136.11,0.329,574.0,0,4,1
APP107353,64,Male,Married,2,Post Graduate,Self-Employed,1.7,65800.0,533000,48,16.7,Wedding,1,15297.14,0.42,580.0,0,0,1
APP107354,24,Male,Divorced,1,High School,Self-Employed,0.4,45600.0,233000,24,15.25,Debt Consolidation,1,11325.08,0.323,564.0,0,1,1
APP107355,54,Male,Divorced,0,High School,Self-Employed,4.8,18600.0,107000,12,14.17,Home Renovation,0,9615.78,0.517,648.0,0,1,1
APP107356,22,Male,Single,0,Post Graduate,Self-Employed,1.0,45200.0,403000,12,17.51,Home Renovation,0,36853.12,0.815,461.0,0,3,0
APP107357,25,Female,Divorced,1,Post Graduate,Business Owner,4.0,262400.0,735000,60,16.41,Travel,1,18034.28,0.139,594.0,0,1,1
APP107358,30,Male,Single,0,Doctorate,Salaried,6.7,24500.0,348000,60,15.24,Home Renovation,1,8322.8,0.499,618.0,0,1,1
APP107359,52,Male,Widowed,1,High School,Salaried,7.5,33900.0,308000,36,14.9,Medical,0,10661.84,0.315,587.0,0,1,0
APP107360,62,Female,Married,1,Graduate,Self-Employed,0.9,39200.0,403000,24,14.74,Business,0,19490.37,0.497,616.0,0,1,1
APP107361,61,Female,Single,1,High School,Business Owner,1.6,55600.0,131000,84,19.71,Travel,0,2886.18,0.052,544.0,1,6,0
APP107362,33,Male,Single,0,High School,Salaried,3.6,32100.0,82000,24,18.22,Debt Consolidation,1,4102.5,0.18,494.0,0,0,0
APP107363,59,Male,Single,0,High School,Self-Employed,0.1,58700.0,852000,48,13.08,Medical,1,22890.87,0.536,654.0,0,2,1
APP107364,25,Female,Single,4,High School,Salaried,4.0,29300.0,119000,60,16.58,Education,0,2930.65,0.1,549.0,0,1,1
APP107365,30,Male,Married,4,Post Graduate,Business Owner,7.5,86900.0,356000,48,13.84,Business,0,9699.68,0.112,623.0,0,2,1
APP107366,30,Female,Single,1,High School,Self-Employed,0.3,38400.0,518000,60,16.22,Home Renovation,0,12657.38,0.33,584.0,0,0,1
APP107367,58,Male,Widowed,2,Graduate,Salaried,9.5,31400.0,388000,24,14.83,Education,1,18781.5,0.762,638.0,0,2,1
APP107368,47,Male,Married,2,Graduate,Self-Employed,0.0,32200.0,339000,24,16.62,Wedding,0,16699.1,0.519,560.0,0,1,1
APP107369,41,Male,Married,0,High School,Salaried,0.6,55000.0,611000,48,14.79,Debt Consolidation,0,16939.62,0.308,574.0,0,0,1
APP107370,28,Female,Single,0,Doctorate,Salaried,0.3,79400.0,182000,36,17.47,Home Renovation,1,6531.45,0.172,583.0,0,1,1
APP107371,21,Female,Divorced,0,Graduate,Business Owner,1.0,74700.0,813000,24,17.51,Other,1,40396.07,0.719,529.0,0,3,0
APP107372,48,Male,Married,1,Post Graduate,Salaried,7.7,88400.0,439000,48,14.81,Debt Consolidation,0,12175.46,0.138,643.0,0,0,1
APP107373,59,Male,Divorced,1,Post Graduate,Salaried,1.0,36400.0,180000,24,18.0,Home Renovation,0,8986.34,0.247,533.0,0,1,1
APP107374,34,Male,Widowed,3,Post Graduate,Self-Employed,7.4,45400.0,347000,60,17.01,Travel,1,8625.71,0.333,621.0,0,2,1
APP107375,41,Male,Single,2,Post Graduate,Business Owner,1.0,49800.0,373000,48,15.15,Business,1,10409.25,0.3,594.0,0,0,0
APP107376,50,Female,,3,Graduate,Salaried,23.3,60800.0,541000,24,,Other,1,26582.2,,535.0,0,2,1
APP107377,41,Male,Married,3,High School,Self-Employed,9.6,33400.0,383000,36,16.13,Business,0,13489.74,0.404,610.0,0,0,1
APP107378,29,Female,Divorced,2,Graduate,Salaried,6.7,39800.0,545000,60,14.12,Home Renovation,0,12715.13,0.319,574.0,0,0,0
APP107379,37,Female,Married,0,Graduate,Business Owner,4.5,26800.0,211000,36,17.27,Wedding,0,7551.11,,611.0,1,12,0
APP107380,25,Female,Married,0,Post Graduate,Salaried,1.4,71300.0,694000,48,14.14,Travel,1,19013.35,0.435,638.0,0,0,1
APP107381,51,Female,Married,1,Post Graduate,Self-Employed,0.6,79700.0,672000,84,16.12,Travel,0,13393.28,0.168,578.0,0,1,1
APP107382,60,,,2,Graduate,Self-Employed,3.1,52900.0,107000,48,,,0,3088.04,,591.0,1,2,1
APP107383,58,Male,Single,1,High School,Salaried,2.6,31500.0,401000,12,18.69,Business,1,36895.49,1.2,502.0,1,4,0
APP107384,63,Male,Married,3,High School,Salaried,5.6,48900.0,566000,24,17.66,Business,1,28164.15,0.63,575.0,0,2,1
APP107385,39,Male,Single,4,Graduate,Salaried,0.9,35400.0,512000,24,16.96,Medical,1,25304.6,0.805,623.0,0,0,0
APP107386,56,Male,Married,1,High School,Business Owner,4.1,73900.0,506000,36,19.8,Business,0,18753.25,0.254,585.0,1,4,0
APP107387,53,Male,Widowed,1,Graduate,Salaried,5.9,51900.0,657000,36,13.4,Debt Consolidation,0,22263.72,0.429,621.0,0,1,0
APP107388,33,Female,Married,3,Graduate,Business Owner,1.8,24100.0,276000,48,16.36,Home Renovation,1,7872.9,0.521,537.0,0,3,0
APP107389,34,Male,Divorced,0,High School,Salaried,7.6,27200.0,96000,60,16.08,Home Renovation,1,2338.62,0.222,554.0,0,2,1
APP107390,53,Female,Married,0,Graduate,Salaried,2.8,42700.0,624000,48,17.44,Other,1,18147.91,0.498,591.0,0,2,1
APP107391,49,Female,Married,3,Graduate,Business Owner,0.9,32000.0,128000,12,21.57,Wedding,0,11953.61,0.374,419.0,1,2,0
APP107392,63,Female,Married,2,Graduate,Self-Employed,1.1,68500.0,877000,60,14.09,Other,0,20447.2,0.298,594.0,0,2,1
APP107393,56,Male,Divorced,1,Doctorate,Self-Employed,1.6,23800.0,194000,24,21.1,Other,1,9978.35,0.479,448.0,1,6,0
APP107394,64,Male,Divorced,3,High School,Business Owner,,54300.0,533000,36,15.19,Business,0,18526.25,0.341,568.0,0,3,0
APP107395,30,Male,Married,1,Graduate,Unemployed,0.0,12800.0,111000,12,19.91,Education,0,10277.65,0.803,478.0,1,4,0
APP107396,51,Male,Single,2,Post Graduate,Salaried,,17500.0,50000,24,19.26,Medical,0,2526.75,0.144,494.0,1,5,0
APP107397,26,Male,Single,2,Graduate,Salaried,5.0,38200.0,547000,60,15.4,Home Renovation,0,13128.22,0.344,622.0,0,1,1
APP107398,21,Female,Single,0,Graduate,Salaried,1.0,29200.0,390000,36,18.82,Medical,1,14260.38,0.548,585.0,1,6,0
APP107399,27,Male,Widowed,0,Graduate,Business Owner,2.0,92200.0,887000,24,16.58,Business,1,43676.49,0.663,553.0,0,4,1
APP107400,47,Male,Married,3,Graduate,Salaried,10.0,23900.0,200000,24,13.64,Debt Consolidation,0,9568.6,0.4,677.0,0,0,1
APP107401,41,Female,Divorced,0,High School,Self-Employed,15.4,47700.0,302000,60,14.81,Business,0,7154.47,0.15,645.0,0,0,1
APP107402,48,Male,Married,0,Graduate,Business Owner,1.7,74800.0,320000,12,14.96,Business,0,28876.62,0.386,567.0,0,1,0
APP107403,36,Male,Married,1,Graduate,Self-Employed,11.8,32800.0,399000,24,19.56,Other,0,20221.76,0.617,492.0,1,5,0
APP107404,43,Female,Single,0,Graduate,Salaried,22.0,69500.0,606000,36,14.43,Debt Consolidation,0,20838.43,0.3,626.0,0,0,1
APP107405,40,Male,Single,3,Graduate,Salaried,8.0,29500.0,319000,12,16.61,Wedding,0,29035.31,0.984,537.0,1,1,0
APP107406,58,Female,Married,0,Graduate,Salaried,2.5,70700.0,413000,36,18.87,Debt Consolidation,0,15111.8,0.214,559.0,1,6,0
APP107407,45,Male,Married,2,Graduate,Salaried,4.7,133500.0,1814000,48,14.47,Debt Consolidation,0,49998.97,0.375,614.0,0,0,1
APP107408,48,Female,Single,0,Graduate,Salaried,2.3,57800.0,851000,48,15.29,Travel,0,23809.25,0.412,541.0,0,3,1
APP107409,25,Male,Married,2,High School,Salaried,4.0,39500.0,418000,24,16.56,Debt Consolidation,0,20578.6,0.521,613.0,0,0,1
APP107410,41,Male,Married,1,Graduate,Business Owner,0.4,35800.0,469000,48,15.83,Debt Consolidation,0,13250.79,0.37,524.0,0,0,0
APP107411,38,Female,Married,1,High School,Unemployed,0.0,18400.0,93000,24,21.29,Medical,0,4792.12,0.26,483.0,1,5,0
APP107412,26,Male,Single,4,Graduate,Unemployed,0.0,14200.0,208000,48,15.71,Home Renovation,0,5863.93,0.413,545.0,0,1,0
APP107413,49,Male,Married,0,Graduate,Salaried,11.2,28800.0,143000,48,14.2,Medical,0,3922.05,0.136,578.0,0,2,1
APP107414,39,Male,Single,1,High School,Business Owner,0.4,76800.0,382000,60,17.84,Business,0,9667.07,0.126,604.0,1,5,1
APP107415,53,Male,Married,4,Post Graduate,Self-Employed,0.2,54900.0,767000,84,16.29,Medical,0,15361.16,0.28,572.0,0,1,0
APP107416,21,Male,Married,2,Graduate,Business Owner,1.0,63700.0,364000,12,20.45,Business,1,33797.4,0.664,492.0,1,7,0
APP107417,65,Female,Married,2,High School,Business Owner,10.1,29600.0,199000,24,14.82,Education,0,9631.83,0.325,598.0,0,2,1
APP107418,23,Male,Divorced,0,High School,Unemployed,0.0,8000.0,105000,48,19.54,Debt Consolidation,0,3169.51,0.396,459.0,1,4,0
APP107419,62,Female,Single,0,Graduate,Salaried,2.2,23300.0,306000,36,16.65,Business,1,10856.51,0.541,560.0,0,0,0
APP107420,41,Male,Single,0,Graduate,Self-Employed,15.8,33000.0,102000,60,16.43,Business,0,2503.81,0.076,565.0,0,4,1
APP107421,55,Male,Married,4,Post Graduate,Self-Employed,9.9,67100.0,413000,12,16.9,Business,0,37647.97,0.561,590.0,0,1,1
APP107422,61,Female,Married,4,Graduate,Salaried,11.6,31300.0,161000,36,14.66,Business,0,5554.35,0.177,590.0,0,0,1
APP107423,60,Female,Single,0,Post Graduate,Salaried,4.5,31800.0,435000,24,14.18,Debt Consolidation,0,20922.61,0.658,600.0,0,2,1
APP107424,23,Male,Married,0,High School,Salaried,2.0,18100.0,106000,12,19.04,Debt Consolidation,1,9770.62,0.595,502.0,1,5,0
APP107425,45,Male,Single,0,Graduate,Business Owner,8.3,85500.0,435000,48,21.2,Other,0,13516.92,0.158,470.0,1,5,1
APP107426,65,Male,Single,0,Post Graduate,Business Owner,14.1,55500.0,323000,36,15.06,Business,0,11206.39,0.202,569.0,0,2,0
APP107427,58,Male,Married,1,Graduate,Self-Employed,1.7,15000.0,201000,12,18.06,Home Renovation,0,18433.42,1.2,545.0,1,2,0
APP107428,65,Female,Married,2,High School,Salaried,3.8,28900.0,129000,12,14.88,Medical,1,11636.02,0.547,618.0,0,1,1
APP107429,40,Male,Married,3,Graduate,Salaried,10.1,29500.0,130000,12,18.7,Education,1,11961.75,0.6,585.0,1,2,0
APP107430,64,Female,Married,2,Doctorate,Self-Employed,4.3,70800.0,913000,36,15.91,Home Renovation,1,32057.82,0.625,633.0,0,0,0
APP107431,65,Male,Divorced,2,Graduate,Salaried,8.1,27300.0,116000,60,17.67,Business,1,2924.85,0.301,583.0,1,6,1
APP107432,54,Male,Single,2,Graduate,Salaried,18.1,69100.0,590000,24,16.55,Travel,1,29043.52,0.619,634.0,0,0,0
APP107433,41,Female,Married,2,Graduate,Business Owner,8.2,42000.0,348000,12,15.17,Travel,1,31437.82,0.915,564.0,0,3,0
APP107434,43,Male,Divorced,1,High School,Self-Employed,1.9,28800.0,62000,36,15.82,Travel,1,2174.23,0.139,595.0,0,1,1
APP107435,26,Male,Single,0,Graduate,Self-Employed,0.6,34100.0,338000,36,14.7,Travel,0,11667.29,0.342,614.0,0,1,0
APP107436,33,Female,Married,0,High School,Salaried,1.6,36800.0,395000,48,20.18,Medical,1,12057.91,0.521,505.0,1,4,0
APP107437,43,Female,Widowed,2,Graduate,Salaried,5.4,44200.0,205000,36,17.77,Debt Consolidation,1,7387.61,0.323,579.0,0,2,0
APP107438,29,Female,Widowed,4,Post Graduate,Self-Employed,0.1,42700.0,406000,24,16.4,Business,0,19956.71,0.467,492.0,0,6,0
APP107439,37,Male,Single,1,Graduate,Salaried,1.1,36800.0,143000,48,14.85,Debt Consolidation,1,3968.93,0.261,624.0,0,2,0
APP107440,22,Male,Single,3,Doctorate,Salaried,1.0,51200.0,595000,36,16.69,Education,0,21121.69,0.413,557.0,0,1,1
APP107441,39,Female,Single,0,High School,Salaried,10.4,44400.0,398000,60,15.34,Home Renovation,1,9539.57,0.268,581.0,0,3,0
APP107442,39,Male,Married,2,Graduate,Salaried,0.3,19100.0,140000,12,17.74,Home Renovation,0,12817.88,0.671,480.0,0,4,0
APP107443,27,Female,Married,3,Post Graduate,Salaried,0.3,39800.0,577000,12,17.47,Debt Consolidation,1,52753.93,1.2,533.0,0,2,1
APP107444,62,Male,Married,2,High School,Salaried,4.0,26300.0,378000,36,18.9,Business,1,13836.87,0.674,558.0,1,3,0
APP107445,62,Male,Divorced,3,High School,Salaried,1.0,58300.0,145000,24,15.15,Wedding,1,7040.9,0.286,524.0,0,4,1
APP107446,40,Female,Single,1,Graduate,Salaried,1.4,65400.0,385000,12,15.36,Home Renovation,0,34814.89,0.532,572.0,0,1,0
APP107447,29,Male,Married,0,Graduate,Salaried,1.0,44200.0,226000,24,15.87,Wedding,1,11051.63,0.389,510.0,0,2,0
APP107448,37,Male,Single,0,Doctorate,Business Owner,4.4,44200.0,636000,36,16.81,Business,0,22615.04,0.512,583.0,1,4,0
APP107449,47,Male,Single,1,Graduate,Salaried,0.3,37400.0,164000,48,18.29,Home Renovation,1,4842.39,0.308,507.0,0,1,0
APP107450,22,Male,Married,3,Post Graduate,Salaried,1.0,120800.0,328000,24,15.63,Other,0,16001.97,0.132,578.0,0,5,0
APP107451,56,Male,Single,0,Post Graduate,Salaried,0.7,43800.0,203000,60,15.02,Other,1,4831.49,0.222,553.0,0,0,1
APP107452,39,Male,Married,2,High School,Salaried,15.1,31000.0,365000,60,16.7,Debt Consolidation,0,9012.42,0.291,601.0,0,2,1
APP107453,37,Male,Divorced,2,Post Graduate,Salaried,7.5,51800.0,450000,24,16.42,Home Renovation,0,22123.81,0.427,584.0,0,3,1
APP107454,25,Female,Single,0,Graduate,Salaried,4.0,23700.0,345000,36,14.73,Education,1,11913.97,0.683,545.0,0,1,1
APP107455,59,Male,Married,0,High School,Salaried,0.9,19400.0,244000,84,17.38,Business,1,5040.07,0.346,510.0,0,3,1
APP107456,38,Female,Single,1,Post Graduate,Salaried,5.5,31500.0,144000,48,16.46,Debt Consolidation,0,4115.01,0.131,583.0,0,2,0
APP107457,27,Male,Single,0,Graduate,Salaried,6.0,31300.0,216000,36,15.15,Wedding,0,7503.59,0.24,567.0,0,1,0
APP107458,37,Female,Married,0,Graduate,Salaried,4.1,45300.0,571000,48,14.94,Medical,1,15874.0,0.493,591.0,0,0,0
APP107459,59,Male,Married,0,Graduate,Salaried,4.0,39500.0,457000,36,16.35,Wedding,1,16145.84,0.467,569.0,0,1,1
APP107460,56,Female,Married,0,High School,Salaried,0.9,37400.0,235000,84,19.59,Home Renovation,0,5160.6,0.138,550.0,1,5,0
APP107461,60,Female,Married,2,Graduate,Business Owner,2.7,133700.0,1293000,12,16.53,Debt Consolidation,1,117639.54,1.06,552.0,0,2,0
APP107462,65,Female,Divorced,2,Graduate,Salaried,0.8,132900.0,1276000,12,13.6,Business,1,114328.35,1.057,564.0,0,1,0
APP107463,24,Male,Married,2,Graduate,Unemployed,0.0,9500.0,128000,48,18.65,Debt Consolidation,0,3803.61,0.4,484.0,1,9,0
APP107464,58,Male,,1,Post Graduate,Unemployed,0.0,18700.0,43000,60,,Home Renovation,0,1042.94,,582.0,0,4,1
APP107465,45,Female,Married,4,Graduate,Salaried,18.0,50500.0,271000,36,14.3,Debt Consolidation,1,9301.67,0.367,555.0,0,0,0
APP107466,25,Female,Married,3,High School,Self-Employed,4.0,54800.0,616000,24,17.42,Wedding,0,30580.89,0.558,501.0,0,1,1
APP107467,50,Female,Married,4,High School,Business Owner,0.2,61100.0,637000,48,15.17,Travel,1,17783.13,0.486,562.0,0,1,0
APP107468,32,Male,Married,1,Post Graduate,Salaried,3.2,36300.0,234000,24,17.4,Education,1,11614.51,0.457,518.0,0,2,0
APP107469,24,Female,Single,3,Graduate,Salaried,3.0,97800.0,1288000,24,17.09,Home Renovation,0,63737.35,0.652,555.0,0,2,0
APP107470,44,Male,Married,2,Doctorate,Salaried,0.5,124900.0,1443000,48,17.0,Wedding,0,41637.83,0.333,561.0,0,1,0
APP107471,49,Male,Married,0,Graduate,Self-Employed,5.5,64800.0,634000,48,14.0,Business,0,17324.99,0.267,554.0,0,0,1
APP107472,29,Male,Married,0,High School,Salaried,1.0,40900.0,212000,36,16.26,Other,1,7480.53,0.373,513.0,0,2,0
APP107473,24,Male,Divorced,2,High School,Business Owner,2.6,44300.0,260000,24,20.07,Debt Consolidation,0,13241.8,0.299,509.0,1,3,0
APP107474,44,Female,Divorced,0,Graduate,Salaried,4.9,40200.0,418000,60,15.85,Education,1,10131.66,0.354,549.0,0,2,0
APP107475,34,Female,Married,0,Graduate,Business Owner,2.3,67300.0,979000,12,19.09,Travel,0,90263.35,1.2,500.0,0,3,0
APP107476,25,Female,Married,1,High School,Salaried,2.4,33000.0,432000,48,16.97,Debt Consolidation,0,12458.67,0.378,571.0,0,3,0
APP107477,38,Female,Married,2,Graduate,Self-Employed,9.3,48300.0,228000,48,17.02,Travel,0,6581.31,0.136,541.0,0,2,1
APP107478,62,Male,Married,3,Post Graduate,Self-Employed,1.8,52500.0,615000,24,14.12,Wedding,0,29562.8,0.563,593.0,0,3,0
APP107479,39,Female,Widowed,1,Post Graduate,Salaried,5.3,44200.0,627000,48,16.58,Home Renovation,0,17956.16,0.406,537.0,0,0,0
APP107480,32,Male,Married,2,Graduate,Business Owner,9.5,118300.0,388000,12,13.32,Wedding,0,34713.38,0.293,647.0,0,0,1
APP107481,38,Female,Single,0,Post Graduate,Salaried,0.8,52500.0,569000,60,16.45,Other,1,13973.39,0.409,559.0,0,2,1
APP107482,37,Female,Married,2,High School,Salaried,0.2,562407.4561769746,78000,36,17.31,Education,1,2792.96,0.202,488.0,0,1,1
APP107483,50,Female,Married,1,High School,Unemployed,0.0,8400.0,20000,60,15.81,Medical,0,484.34,0.058,627.0,0,0,0
APP107484,44,Male,Married,3,High School,Salaried,8.7,16900.0,248000,24,19.59,Travel,1,12572.54,0.821,537.0,1,6,0
APP107485,31,Female,Married,1,High School,Salaried,4.0,49500.0,234000,48,15.09,Wedding,0,6523.08,0.132,537.0,0,0,1
APP107486,55,Male,Single,1,Post Graduate,Salaried,8.8,50600.0,627000,36,16.49,Other,1,22195.44,0.504,567.0,0,2,0
APP107487,43,Male,Single,1,High School,Self-Employed,1.2,28900.0,267000,36,15.85,Medical,1,9367.17,0.439,564.0,0,3,0
APP107488,37,Female,Single,2,Graduate,Salaried,8.9,31200.0,318000,84,18.56,Wedding,0,6788.46,0.218,503.0,1,8,0
APP107489,21,Male,Married,4,Graduate,Self-Employed,0.5,19300.0,77000,48,16.37,Education,1,2196.82,0.304,529.0,0,2,1
APP107490,35,Female,Single,0,Graduate,Self-Employed,10.7,106000.0,1255000,12,16.42,Debt Consolidation,0,114116.81,1.077,527.0,0,4,0
APP107491,52,Male,Married,1,Graduate,Salaried,8.6,42700.0,273000,84,19.18,Business,1,5928.22,0.266,579.0,1,8,0
APP107492,29,Male,Single,2,Graduate,Salaried,4.2,95700.0,942000,36,15.97,Business,0,33103.97,0.346,629.0,0,0,1
APP107493,35,Female,Divorced,3,Graduate,Self-Employed,4.7,37500.0,269000,48,16.99,Medical,1,7760.61,0.317,534.0,0,0,1
APP107494,48,Male,Single,1,Post Graduate,Self-Employed,2.1,69700.0,302000,12,16.08,Debt Consolidation,0,27412.15,0.393,613.0,0,1,0
APP107495,44,Male,Single,0,High School,Salaried,1.1,44900.0,169000,84,17.47,Medical,0,3499.71,0.078,482.0,0,1,1
APP107496,55,Male,Married,1,High School,Salaried,3.0,39700.0,282000,36,15.88,Other,1,9897.58,0.356,537.0,0,2,1
APP107497,42,Male,Single,1,Graduate,Business Owner,5.4,38700.0,81000,36,20.87,Wedding,0,3046.28,0.079,510.0,1,7,0
APP107498,47,Female,Divorced,1,Graduate,Business Owner,26.0,20000.0,291000,24,15.11,Travel,1,14124.83,0.885,699.0,0,1,0
APP107499,39,Male,Single,0,Graduate,Self-Employed,,132000.0,756000,36,16.75,Debt Consolidation,0,26859.49,0.203,585.0,0,0,1
APP107500,65,Female,Married,0,Doctorate,Salaried,2.8,43100.0,465000,48,21.02,Debt Consolidation,1,14404.05,0.468,542.0,1,8,0
APP107501,32,Female,Divorced,2,Post Graduate,Self-Employed,6.8,197400.0,1863000,12,15.24,Other,1,168362.29,1.02,594.0,0,0,0
APP107502,40,Male,Married,4,Post Graduate,Salaried,0.6,37300.0,429000,24,16.72,Wedding,1,21153.06,0.709,549.0,0,3,1
APP107503,21,Female,Single,3,Graduate,Self-Employed,1.0,85100.0,1087000,24,15.59,Business,1,53010.2,0.723,545.0,0,2,1
APP107504,41,Female,Single,2,High School,Self-Employed,2.8,45800.0,613000,24,17.39,Other,1,30423.11,0.837,,0,1,1
APP107505,65,Male,Married,3,Post Graduate,Salaried,33.7,69200.0,742000,24,14.05,Debt Consolidation,1,35643.09,0.707,737.0,0,1,1
APP107506,21,Male,Single,0,Post Graduate,Salaried,1.0,36900.0,260000,84,16.89,Home Renovation,0,5296.79,0.144,589.0,1,5,0
APP107507,30,Male,Married,2,Graduate,Self-Employed,0.4,34800.0,293000,60,15.19,Other,0,6999.71,0.201,557.0,0,3,1
APP107508,52,Female,Married,0,Post Graduate,Business Owner,0.3,51800.0,351000,24,15.56,Debt Consolidation,1,17112.35,0.475,575.0,0,0,0
APP107509,59,Female,Divorced,2,Doctorate,Self-Employed,6.0,73300.0,1052000,60,16.84,Other,1,26054.49,0.542,601.0,0,0,1
APP107510,42,Male,Single,4,Graduate,Self-Employed,1.7,38300.0,236000,36,17.88,Wedding,1,8517.77,0.373,533.0,0,4,1
APP107511,38,Female,Single,3,High School,Salaried,10.2,23700.0,129000,12,19.21,Home Renovation,0,11901.13,0.502,540.0,1,5,0
APP107512,52,Female,Single,1,Graduate,Self-Employed,3.3,26600.0,243000,36,14.99,Other,1,8422.48,0.395,626.0,0,4,1
APP107513,47,Female,Married,2,Doctorate,Self-Employed,2.0,44700.0,145000,36,15.73,Business,1,5078.46,,589.0,0,1,1
APP107514,48,,,4,Graduate,Salaried,7.1,47400.0,640000,36,,,1,22958.14,,519.0,0,1,0
APP107515,38,Male,Married,0,Graduate,Self-Employed,2.7,,416000,24,18.44,Education,1,20856.98,0.904,527.0,0,0,0
APP107516,59,Female,Married,2,Graduate,Self-Employed,6.7,23100.0,151000,48,15.94,Home Renovation,1,4274.74,0.285,587.0,0,2,1
APP107517,49,Female,Single,0,High School,Self-Employed,6.3,34300.0,120000,36,16.97,Other,1,4276.54,0.19,585.0,1,3,0
APP107518,38,Female,Married,3,Graduate,Salaried,6.4,12200.0,68000,60,15.26,Wedding,0,1627.01,0.133,561.0,0,4,1
APP107519,64,Male,Single,0,Graduate,Salaried,9.7,,270000,24,17.0,Business,1,13349.41,0.536,521.0,0,0,1
APP107520,28,Male,Single,0,Post Graduate,Unemployed,,12300.0,159000,84,18.39,Debt Consolidation,0,3378.28,0.275,528.0,1,4,0
APP107521,51,Male,Single,2,Post Graduate,Salaried,,62600.0,913000,48,14.85,Home Renovation,0,25340.11,0.405,644.0,0,1,1
APP107522,54,Male,Single,0,Post Graduate,Salaried,5.5,56000.0,636000,36,17.18,Home Renovation,0,22732.15,0.406,513.0,0,2,0
APP107523,27,Female,Married,0,High School,Business Owner,6.0,19200.0,271000,48,14.62,Education,0,7490.03,0.39,620.0,0,1,1
APP107524,56,Male,Married,1,High School,Salaried,0.1,26500.0,115000,36,15.93,Home Renovation,0,4039.09,0.152,562.0,0,1,1
APP107525,38,Female,Single,3,Post Graduate,Salaried,13.3,65400.0,921000,36,16.58,Medical,1,32643.97,0.562,605.0,0,1,1
APP107526,58,Female,Widowed,0,Graduate,Salaried,0.8,44800.0,427000,48,15.77,Other,0,12051.06,0.269,520.0,0,2,0
APP107527,29,Female,Married,3,High School,Unemployed,0.0,8000.0,63000,24,15.24,Wedding,0,3061.85,0.383,475.0,0,2,0
APP107528,29,Male,Single,2,High School,Salaried,1.2,35800.0,283000,12,17.53,Debt Consolidation,1,25882.18,0.82,527.0,0,0,1
APP107529,28,Female,Single,1,Graduate,Self-Employed,7.0,63100.0,908000,48,17.14,Business,0,26266.19,0.416,511.0,0,0,1
APP107530,55,Female,Married,2,High School,Self-Employed,2.6,19600.0,132000,24,17.58,Other,1,6563.23,0.467,532.0,0,1,0
APP107531,38,Female,Widowed,0,Graduate,Salaried,2.8,13600.0,55000,48,17.16,Medical,0,1591.58,0.117,489.0,0,1,1
APP107532,25,Male,Married,1,Post Graduate,Salaried,1.5,114600.0,1111000,60,17.38,Wedding,1,27838.72,0.383,603.0,0,0,0
APP107533,34,Male,Divorced,0,Graduate,Salaried,1.3,42500.0,146000,24,20.46,Education,0,7463.64,0.176,414.0,1,4,1
APP107534,48,Male,Married,0,Post Graduate,Unemployed,0.0,9400.0,106000,60,19.16,Education,0,2759.04,0.294,506.0,1,6,0
APP107535,50,Male,Married,1,High School,Business Owner,0.6,,57000,24,19.99,Debt Consolidation,1,2900.78,0.272,504.0,1,5,0
APP107536,24,Male,Married,1,Graduate,Business Owner,1.1,48900.0,357000,24,17.31,Medical,0,17704.11,0.362,549.0,0,2,1
APP107537,59,Male,Married,2,High School,Salaried,4.2,48900.0,606000,36,14.56,Debt Consolidation,0,20876.85,0.427,682.0,0,2,1
APP107538,40,Female,Married,1,Post Graduate,Salaried,6.1,22200.0,162000,36,14.41,Education,0,5569.09,0.251,628.0,0,1,1
APP107539,45,Male,Divorced,3,Post Graduate,Salaried,6.7,38600.0,461000,60,16.37,Home Renovation,0,11301.46,0.293,548.0,0,2,1
APP107540,48,Male,Single,0,Graduate,Self-Employed,2.3,91300.0,1018000,24,16.56,Business,0,50117.27,0.549,572.0,0,1,1
APP107541,32,Female,Married,0,Graduate,Self-Employed,11.0,60300.0,646000,84,19.14,Home Renovation,1,14012.57,0.349,550.0,1,7,0
APP107542,22,Male,Married,1,Graduate,Business Owner,,65700.0,485000,36,17.72,Wedding,0,17465.86,0.266,549.0,0,0,1
APP107543,63,Female,Married,0,Post Graduate,Business Owner,0.6,72400.0,1009000,48,14.33,Education,0,27739.73,0.383,610.0,0,4,1
APP107544,34,Male,Single,2,Graduate,Salaried,13.0,42400.0,283000,12,19.29,Other,0,26119.5,0.616,527.0,1,11,1
